"stockid","order","family","species","common_name","type","country","region","area","year","ssb","r","tl","f","ssb_units","r_units","tl_units","r_age","r_age1","m","sprf0"
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1956,1361,170,406,"0.123","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1957,1360,210,349,"0.101","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1958,1391,5,377,"0.105","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1959,1252,390,275,"0.09","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1960,1463,355,368,"0.1","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1961,1630,707,385,"0.095","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1962,2060,755,578,"0.115","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1963,2486,707,701,"0.115","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1964,2782,453,897,"0.13","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1965,2805,278,953,"0.135","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1966,2673,808,913,"0.135","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1967,2983,5,1042,"0.141","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1968,2606,660,775,"0.135","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1969,2760,150,1096,"0.165","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1970,2355,1151,907,"0.157","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1971,2959,1008,1128,"0.161","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1972,3235,801,1504,"0.195","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1973,2974,170,2187,"0.305","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1974,2411,431,1489,"0.25","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1975,2141,591,1416,"0.27","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1976,1945,175,1496,"0.316","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1977,1657,1081,901,"0.22","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1978,1935,879,1535,"0.33","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1979,1515,1082,2250,"0.61","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1980,1272,1979,2200,"0.71","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1981,1607,5589,2704,"0.7","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1982,3573,1374,5894,"0.7","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1983,2430,1413,4384,"0.71","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1984,1889,611,3446,"0.71","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1985,1180,1992,2323,"0.75","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1986,1528,1793,2735,"0.73","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1987,1600,776,2871,"0.73","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1988,1145,2263,2131,"0.73","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1989,1692,1396,2875,"0.7","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KMACKMEX","Perciformes","Scombridae","Scomberomorus cavalla","King mackerel","marine","USA","US Gulf of Mexico","W. Gulf of Mexico",1990,1534,2559,2676,"0.7","Thousands","Thousands","Tonnes","1",1,"0.1658",NA
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1952,4,6049,31.159,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1953,46,11036,280.91,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1954,689,41751,918.937,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1955,6879,30607,3146.319,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1956,5191,19202,2202.093,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1957,3338,14956,1313.675,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1958,6428,62961,5953.942,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1959,7102,51875,6449.009,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1960,8564,29237,5555.943,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1961,12934,15951,6559.355,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1962,5508,25465,3831.003,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1963,3856,17621,2276.106,"0.5868","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1964,3416,12862,3939.545,"1.2516","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1965,564,5986,2791.835,"0.8982","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1966,10,5764,1789.336,"1.9446","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1967,126,7421,1389.289,"1.7226","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1968,217,14940,1785.886,"1.4166","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1969,377,5299,2738.08,"0.7446","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1970,249,2610,1442.487,"1.683","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1971,30,7255,973.319,"2.7156","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1972,326,158402,2048.445,"1.5588","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1973,24958,39084,9824.894,"0.276","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1974,1772,15661,10890.054,"1.4748","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1975,177,7518,4830.157,"2.1354","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1976,47,10225,2836.431,"2.5896","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1977,22,5441,4156.742,"2.6778","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"KPRAWNPB","Decapoda","Penaeidea","Penaeus chinensis","Korai prawn","marine","Asia","China","Po-hai Bay",1978,NA,NA,2513.909,"3.5508","Tens of Thousands","Tens of Thousands","Tonnes",".5",0.5,"3.456","1"
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1970,NA,NA,24,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1971,NA,NA,32.5,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1972,NA,NA,3,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1973,NA,NA,20,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1974,NA,NA,10.5,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1975,NA,NA,12,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1976,NA,NA,0.2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1977,NA,NA,32,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1978,NA,NA,1,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1979,31,NA,12,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1980,20,NA,6.5,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1981,16,NA,4,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1982,15,NA,2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1983,15.8,NA,3.8,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1984,14,NA,8,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1985,8.2,NA,2.5,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1986,5,NA,1.8,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1987,NA,NA,0,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1988,NA,NA,2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIKERGUELEN","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Kerguelen Islands, Antarctic Ocean",1989,NA,NA,1.5,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1977,NA,NA,1.7,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1978,NA,NA,0.3,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1979,15,NA,2.7,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1980,11.8,NA,2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1981,6.5,NA,0.1,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1982,6.8,NA,1,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1983,8,NA,0.5,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1984,10,NA,0.2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1985,6.5,NA,2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1986,7.8,NA,0.5,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1987,6.4,NA,2.5,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1988,NA,NA,3,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPILENABANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Lena Bank, Antarctic Ocean",1989,NA,NA,1.3,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1977,NA,NA,4.8,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1978,NA,NA,0.2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1979,14.4,NA,4.2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1980,12.4,NA,0.1,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1981,13.5,NA,0.2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1982,9.6,NA,0.6,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1983,10.9,NA,0.1,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1984,13,NA,1,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1985,13.7,NA,9.5,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1986,4.5,NA,1.7,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1987,3.7,NA,2,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1988,1.9,NA,1,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LEPIOBBANK","Perciformes","Nototheniidae","Lepidonotothen squamifrons","Grey rockcod","marine","Antarctica","Antarctica","Ob Bank, Antarctic Ocean",1989,NA,NA,0.4,NA,"Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA
"LIZECHINA","Aulopiformes","Synodontidae","Saurida tumbil","Greater lizardfish","marine","Asia","China","East China Sea",1955,15,0.28,NA,NA,"Index","Index",NA,"0",0,NA,NA
"LIZECHINA","Aulopiformes","Synodontidae","Saurida tumbil","Greater lizardfish","marine","Asia","China","East China Sea",1956,13.4,0.38,NA,NA,"Index","Index",NA,"0",0,NA,NA
"LIZECHINA","Aulopiformes","Synodontidae","Saurida tumbil","Greater lizardfish","marine","Asia","China","East China Sea",1957,8.5,0.44,NA,NA,"Index","Index",NA,"0",0,NA,NA
"LIZECHINA","Aulopiformes","Synodontidae","Saurida tumbil","Greater lizardfish","marine","Asia","China","East China Sea",1958,6.8,0.27,NA,NA,"Index","Index",NA,"0",0,NA,NA
"LIZECHINA","Aulopiformes","Synodontidae","Saurida tumbil","Greater lizardfish","marine","Asia","China","East China Sea",1959,8.6,0.24,NA,NA,"Index","Index",NA,"0",0,NA,NA
"LIZECHINA","Aulopiformes","Synodontidae","Saurida tumbil","Greater lizardfish","marine","Asia","China","East China Sea",1960,7.6,0.17,NA,NA,"Index","Index",NA,"0",0,NA,NA
"LIZECHINA","Aulopiformes","Synodontidae","Saurida tumbil","Greater lizardfish","marine","Asia","China","East China Sea",1961,4.4,0.14,NA,NA,"Index","Index",NA,"0",0,NA,NA
